tx_node_id,board_name,chip_mac,room_x_m,room_y_m,height_m,firmware_version,notes
1,TX1,DC:B4:D9:03:47:00,1.5,1.5,1.2,v0.1.0,2026-09-17 배치 (동일 방, sink는 1.5,-0.5 — registry에 필드 없음)
